,tot,counts,mean
Wistia,472600.0,7.0,67514.28571428571
Synchrotron Radiation,0.0,0.0,
Compression Therapy,706820.0,15.0,47121.333333333336
Wifi Direct,0.0,0.0,
Oncology Certified Nurse,4143413.5,40.0,103585.3375
Solid Edge,1797440.0,27.0,66571.85185185185
Headlight Maintenance,4179904.0,74.0,56485.18918918919
Multi-Engine Land,1542104.5,14.0,110150.32142857143
AWS Key Management Service (KMS),182000.0,2.0,91000.0
Commercial Insurances,4448949.5,74.0,60120.93918918919
Nutritional Analysis,814083.0,13.0,62621.769230769234
Amyotrophic Lateral Sclerosis,744980.5,5.0,148996.1
Backpack Sprayers,10646098.0,282.0,37752.12056737589
Motorcycles,22309961.5,390.0,57205.02948717949
Blood Cell,3302389.5,77.0,42888.17532467532
Direct Digital Controls (DDC),5607872.5,89.0,63009.80337078652
Free-To-Play Games,0.0,0.0,
Soccer Coaching,4132880.0,92.0,44922.608695652176
Flow Control,3492078.5,48.0,72751.63541666667
Recruiting Concepts,366400.0,5.0,73280.0
Technology Life Cycle,4357060.0,43.0,101326.97674418605
Magazine Design,260000.0,4.0,65000.0
Web Server Security,579200.0,5.0,115840.0
Microsoft Java Virtual Machines,665709.0,5.0,133141.8
Humidity Therapy,367138.0,4.0,91784.5
Jury Trial,5229678.0,62.0,84349.64516129032
Oracle Retail,1825636.0,15.0,121709.06666666667
Chiropractic Diagnosis,2253746.5,29.0,77715.39655172414
Undergraduate Research,755547.5,17.0,44443.970588235294
Pharmacoeconomics,5036504.0,41.0,122841.56097560975
Chemical Ionization,5817295.0,47.0,123772.23404255319
Capacity Development,3816900.0,64.0,59639.0625
Non-Linear Editing Systems,112720.0,5.0,22544.0
Auth0,1268900.0,11.0,115354.54545454546
Bag-Valve Mask Resuscitation,358275.5,7.0,51182.21428571428
Carbohydrate Counting,463157.0,9.0,51461.88888888889
Pneumatic Circuits,651092.0,11.0,59190.181818181816
Natural Language Generation,691900.0,5.0,138380.0
Agricultural Tractors,340770.5,5.0,68154.1
Automated Testing Framework,1877240.0,15.0,125149.33333333333
Chronic Lymphocytic Leukemia,314650.0,4.0,78662.5
Brand Architecture,1594622.5,14.0,113901.60714285714
Cross-Channel Marketing,4216394.0,44.0,95827.13636363637
Vuex,2241780.0,23.0,97468.69565217392
Scope Statements,2164550.5,23.0,94110.89130434782
OneDrive for Business,2396457.5,26.0,92171.44230769231
Individualized Family Service Plans (IFSP),11160981.5,203.0,54980.204433497536
IP Access Controllers,232360.0,4.0,58090.0
Audio Control,0.0,0.0,
Hole Punching,1258920.0,40.0,31473.0
Transcranial Magnetic Stimulation,2482114.0,36.0,68947.61111111111
Global Mobility Programs,858585.5,9.0,95398.38888888889
Data Grid,1229240.0,13.0,94556.92307692308
Corrective Action Training,1000895.0,16.0,62555.9375
PFAS (Per- And Polyfluoroalkyl Substances),58240.0,1.0,58240.0
Animal Nutrition,2804350.5,58.0,48350.870689655174
DermalogiCA,687600.0,9.0,76400.0
Renewable Energy Systems,2065511.5,29.0,71224.53448275862
Health Advocacy,1567530.0,26.0,60289.61538461538
MapR (Big Data),2532400.0,21.0,120590.47619047618
Algae,2613499.0,65.0,40207.67692307692
Apple Certified System Administrator,113400.0,2.0,56700.0
Environmental Biology,807969.0,14.0,57712.07142857143
Cross-Linked Polyethylene,1563074.5,23.0,67959.76086956522
Content Repository API For Java,6359655.0,53.0,119993.49056603774
Systematic Trading,1175800.0,6.0,195966.66666666666
Microchipping,509520.0,13.0,39193.846153846156
Restriction Of Hazardous Substances Directive (ROHS) Compliance,5008020.0,70.0,71543.14285714286
Activity Sequencing,348944.0,3.0,116314.66666666667
Integrated Access Devices,150000.0,2.0,75000.0
Coagulation Testing,189280.0,2.0,94640.0
IBooks Author,0.0,0.0,
ASP.NET Identity,0.0,0.0,
Doppler Radar,0.0,0.0,
ASE Medium-Heavy Truck Certification,1484825.5,16.0,92801.59375
PHPUnit,5365270.5,48.0,111776.46875
Audio Engineering,2900357.5,49.0,59190.9693877551
Indigo Digital Press,3023316.0,72.0,41990.5
Genomic Testing,74740.0,2.0,37370.0
Insulation Installation,3920688.5,86.0,45589.401162790695
Computer Design,10709870.5,144.0,74374.10069444444
Http2,138579.5,4.0,34644.875
Professional Audio,3548720.0,55.0,64522.181818181816
Environmental Quality,5018016.5,58.0,86517.52586206897
Fuel Cells,778700.0,16.0,48668.75
Autonomous System,591500.0,6.0,98583.33333333333
Life Annuities,69801454.0,638.0,109406.66771159874
Quality Circle,530120.0,9.0,58902.22222222222
OpenCart,131780.0,3.0,43926.666666666664
Marketing Optimization,733859.5,8.0,91732.4375
Content Negotiation,150800.0,2.0,75400.0
Enterprise Mission Assurance Support Service (eMASS),2545538.5,23.0,110675.58695652174
Patch Tests,1489321.0,23.0,64753.086956521736
Hazelcast,4283927.0,34.0,125997.85294117648
Contingency Tables,1315997.0,22.0,59818.045454545456
Emacs,295000.0,2.0,147500.0
Automated Machine Learning,776840.0,9.0,86315.55555555556
Entomology,5320632.5,115.0,46266.36956521739
Tape Libraries,708358.5,10.0,70835.85
Information Structure,315500.0,3.0,105166.66666666667
Vertical Milling,14604048.0,289.0,50533.03806228374
Rett Syndrome,24960.0,1.0,24960.0
Wire Cutters,12231240.5,292.0,41887.80993150685
History Of Science,76250.0,1.0,76250.0
AWS CloudHSM,0.0,0.0,
Google Shopping,1924620.0,34.0,56606.470588235294
Lean Six Sigma Green Belt,2090618.5,20.0,104530.925
Offshoring,4704780.0,42.0,112018.57142857143
Global System For Mobile Communications,3320141.0,42.0,79050.97619047618
Secondary Surveillance Radar,1310274.0,19.0,68961.78947368421
Auto Glass Installation And Repair,16834843.0,431.0,39059.96055684455
Common Object Request Broker Architecture,343000.0,3.0,114333.33333333333
Household Products,1058313.0,26.0,40704.346153846156
Bmc Software,109200.0,1.0,109200.0
Digital Citizenship,355501.0,8.0,44437.625
Attribution Analysis,1110720.0,10.0,111072.0
Manugistics,610064.0,6.0,101677.33333333333
Water Purification,4986322.0,136.0,36664.132352941175
SQL Injection,5170383.5,43.0,120241.47674418605
Ingredient Measurement,1612250.0,50.0,32245.0
Patient Recall System,300560.0,9.0,33395.555555555555
Next Unit Of Computing (NUC),3226620.0,13.0,248201.53846153847
Birth Controls,651700.0,10.0,65170.0
S-PLUS Statistical Software,2697140.0,22.0,122597.27272727272
Registered Representative (Securities),68685527.0,639.0,107489.0876369327
Embossing,2024587.0,42.0,48204.45238095238
Cisco Commerce Workspace,290800.0,3.0,96933.33333333333
Hemorrhage Control,5486634.5,86.0,63798.07558139535
Bacteriology,3534995.5,51.0,69313.63725490196
Public Housing,1819097.0,19.0,95741.94736842105
Certified Anesthesia Technician,93600.0,2.0,46800.0
Dairy Manufacturing,1150709.5,17.0,67688.79411764706
Report Designer,1199900.0,10.0,119990.0
Economy,5485639.0,68.0,80671.16176470589
Environmental Reporting,1266825.5,15.0,84455.03333333334
Workgroup Manager,2089310.0,39.0,53572.05128205128
Air-Cooled Engines,1897882.0,27.0,70291.92592592593
IBM Optim,820140.0,6.0,136690.0
Youth Ministry,4027530.0,112.0,35960.08928571428
Calender,52500.0,1.0,52500.0
Microsoft Forefront,209000.0,2.0,104500.0
JBoss EAP,1472162.5,14.0,105154.46428571429
Cisco Certified Network Associate (CCNA) Wireless,420000.0,4.0,105000.0
CMake,3514770.0,25.0,140590.8
Laser Machine Controls,2901781.0,66.0,43966.378787878784
Financial Aid Counseling,653728.0,13.0,50286.769230769234
Ethereum,5407897.0,48.0,112664.52083333333
Computer-Aided Software Engineering,3533420.0,38.0,92984.73684210527
Labor Market Trends,3413055.5,55.0,62055.55454545454
Charles Proxy,1413963.5,11.0,128542.13636363637
Healthcare Financial Management Association (HFMA) Certification,1410388.0,13.0,108491.38461538461
DVB - Digital Video Broadcasting,2413700.0,15.0,160913.33333333334
Piccolo (Musical Instrument),1511357.5,91.0,16608.324175824175
Tcpdump,21108819.0,215.0,98180.5534883721
Academic English,1167677.5,17.0,68686.91176470589
Simultaneous Interpretation,1005640.0,15.0,67042.66666666667
Traditional Animation,853234.0,18.0,47401.88888888889
Electrical Connectors,2277818.0,33.0,69024.78787878787
Survey Sampling,1308522.0,13.0,100655.53846153847
Content Reuse,3863472.5,43.0,89848.19767441861
Segment Architecture,621500.0,4.0,155375.0
Buyout,18762900.5,216.0,86865.2800925926
Addressing Ethical Concerns,12046006.5,162.0,74358.06481481482
Detention Basin,1286436.5,21.0,61258.880952380954
Voice Chat,1921378.0,33.0,58223.57575757576
Bayesian Inference,3406560.0,28.0,121662.85714285714
Jointer,664640.0,17.0,39096.470588235294
Sage ERP Accpac,928348.0,22.0,42197.63636363636
Massage,7139010.5,132.0,54083.41287878788
Tumblr,844707.0,14.0,60336.21428571428
Employee Engagement Surveys,2164419.5,27.0,80163.68518518518
Code Injection,0.0,0.0,
Paraffin Tissue Processing,1576911.0,19.0,82995.31578947368
Sequelize.js,1846140.0,18.0,102563.33333333333
Whatsapp,1202171.5,23.0,52268.32608695652
Respiratory Therapy Equipment,1505250.0,16.0,94078.125
Back Pressure,150410.0,4.0,37602.5
Instructional Theories,802918.5,10.0,80291.85
Saxophone,2550237.5,107.0,23833.995327102803
Punjabi Language,3128589.0,82.0,38153.5243902439
Studious,554988.0,12.0,46249.0
Component Content Management System (CCMS),0.0,0.0,
Functional Safety,5005617.5,48.0,104283.69791666667
Oracle Hyperion Hfm,3213760.0,31.0,103669.67741935483
Medical Practice Experience,9014652.5,183.0,49260.39617486339
Hypotension,1727718.0,14.0,123408.42857142857
Theano (Software),1711000.0,16.0,106937.5
Evaluation Projects,2397862.0,29.0,82684.89655172414
Antibody Production,409640.0,6.0,68273.33333333333
Certified Medical Investigator,343200.0,8.0,42900.0
Typesetting,3301567.0,67.0,49277.119402985074
In-Memory Database,729920.0,6.0,121653.33333333333
MobX,1769540.0,15.0,117969.33333333333
Web Access Control,275000.0,3.0,91666.66666666667
Cardiac Nursing,989720.0,10.0,98972.0
Virtual Dom,5115379.0,37.0,138253.48648648648
Smart Meter Installation,204400.0,2.0,102200.0
Stochastic Modeling,3000456.5,23.0,130454.63043478261
Deboning,2285733.0,67.0,34115.41791044776
Drive Testing,3157140.0,34.0,92857.05882352941
Certified Call Center Manager,2301447.0,25.0,92057.88
HP Proliant,1318600.0,14.0,94185.71428571429
Brocade Network Technologies,5531703.5,50.0,110634.07
End-of-Life Care,4058722.0,59.0,68791.89830508475
Hyland OnBase,608389.5,8.0,76048.6875
Affinity Designer,112500.0,2.0,56250.0
Front-End Engineering,6354266.0,51.0,124593.45098039215
Self Evaluation,9300523.0,148.0,62841.37162162162
Protein Purification,3449998.5,57.0,60526.28947368421
Intercultural Communication,790091.5,13.0,60776.269230769234
Scalable Vector Graphics,717415.0,5.0,143483.0
Time Division Multiple Access,639080.0,10.0,63908.0
Share Permissions,1853626.0,29.0,63918.137931034486
Parallel Parking,4215019.5,63.0,66905.07142857143
Nursing Informatics,1266261.0,13.0,97404.69230769231
Refractive Index,1809639.0,43.0,42084.62790697674
Operator Certification,6976097.0,143.0,48783.895104895106
Fallback,2878512.0,23.0,125152.69565217392
Sustainable Materials,1156210.0,11.0,105110.0
Bottling Line,444646.5,10.0,44464.65
American Psychological Style (APA),4108825.0,60.0,68480.41666666667
Chemical Reaction Engineering,530225.5,4.0,132556.375
Progressive Stamping,2013624.0,37.0,54422.27027027027
Cystoscopy,1214103.0,12.0,101175.25
Health Data Specialists,568362.5,12.0,47363.541666666664
Khmer Language,284164.5,7.0,40594.92857142857
Word-of-Mouth Marketing,6510708.5,147.0,44290.534013605444
Mechanics Of Materials,106080.0,1.0,106080.0
Concrete Finishing,9374319.0,175.0,53567.537142857145
Histopathology,1721113.5,29.0,59348.74137931035
Biological Warfare,208000.0,16.0,13000.0
Professional Services Automation,3864418.0,38.0,101695.21052631579
Amazon Virtual Private Cloud (VPC),5712473.0,42.0,136011.2619047619
Family Ministry,427631.0,12.0,35635.916666666664
Carpet Repairs,1052984.0,28.0,37606.57142857143
Certified Business Manager,2283169.0,52.0,43907.096153846156
Bioanalysis,2640612.5,37.0,71367.9054054054
Angina Pectoris,3354795.5,36.0,93188.76388888889
Darkroom,1668946.0,38.0,43919.63157894737
Target Product Profiles,642000.0,6.0,107000.0
Business Information System,2573275.5,27.0,95306.5
Neonatal Heel Prick,13938829.0,99.0,140796.25252525252
Pipe Laying,778085.5,16.0,48630.34375
Medical Records Scanning,3436982.0,106.0,32424.35849056604
LCD Projector,1128071.0,24.0,47002.958333333336
Immunohematology,1902721.5,32.0,59460.046875
Income Support,632963.0,19.0,33313.84210526316
Cambodian Language,438526.0,8.0,54815.75
IP Cameras,1125420.0,17.0,66201.17647058824
POSIX (IEEE Standards),1305810.0,7.0,186544.2857142857
Digital Health Technologies,4448485.5,39.0,114063.73076923077
Smart Manufacturing,758784.0,13.0,58368.0
Monday.com,7941469.0,122.0,65094.00819672131
Hypoglycemia,1873293.0,20.0,93664.65
Instrumental Music,1535853.0,24.0,63993.875
Seismology,660000.0,6.0,110000.0
Ornithology,845743.0,15.0,56382.86666666667
Deep Learning Methods,190000.0,1.0,190000.0
Intraperitoneal Injection,34000.0,1.0,34000.0
Vehicle Tracking Systems,1749740.0,35.0,49992.57142857143
Comprehensive Income,697050.0,8.0,87131.25
Fusion 360 (CAD Software),2139966.0,35.0,61141.885714285716
Cisco DNA Center,1194349.5,11.0,108577.22727272728
Rapid Learning,973000.0,15.0,64866.666666666664
SpaCy (NLP Software),2192000.0,13.0,168615.38461538462
Ecclesiology,30000.0,1.0,30000.0
Data Binding,3261520.0,26.0,125443.07692307692
Gynecologic Oncology,3456615.5,25.0,138264.62
Electromechanical Assembly,11908711.0,248.0,48018.99596774193
Cross-Functional Coordination,7122657.5,82.0,86861.6768292683
Bioinformatics Databases,0.0,0.0,
Reliability Availability Maintainability And Safety Software,2937068.5,48.0,61188.927083333336
Addiction Recovery,4775453.0,131.0,36453.83969465649
ISO 22000 Standard,937660.0,14.0,66975.71428571429
Wind Farming,518760.0,8.0,64845.0
Certified Wound Care Nurse,365746.5,5.0,73149.3
SAP Sybase SQL,3441524.0,29.0,118673.24137931035
Ansi Sql,5526007.5,52.0,106269.375
Co-Counseling,4357624.0,58.0,75131.44827586207
Apple Certified Macintosh Technician,2601013.0,72.0,36125.180555555555
Bot Framework,1941500.0,12.0,161791.66666666666
Gastrostomy,3528472.5,59.0,59804.6186440678
Ixia (Network Tools),512300.0,6.0,85383.33333333333
Manifold,8422677.0,188.0,44801.47340425532
Buildium (Property Management Software),3483447.0,84.0,41469.607142857145
Forensic Anthropology,0.0,0.0,
Ligand,441788.5,8.0,55223.5625
Certified Hazardous Materials Manager,3482087.0,44.0,79138.34090909091
Web Dynpro,3637721.0,31.0,117345.83870967742
Medical Image Analysis,168000.0,2.0,84000.0
Carotid Stenting,667204.0,7.0,95314.85714285714
Promissory Note,1033448.0,17.0,60791.05882352941
Warehouse Inventory Management,8203021.5,173.0,47416.30924855491
Chartered Financial Consultant,9930615.5,70.0,141865.9357142857
Hyperbaric Welding,515272.0,10.0,51527.2
Chargemaster,2406335.5,35.0,68752.44285714286
Remedial Education,256720.0,5.0,51344.0
Bare Metal,11645830.0,97.0,120060.10309278351
Expected Shortfall,1153900.0,9.0,128211.11111111111
Cognitive Disorders,816500.0,4.0,204125.0
Certified Fundraising Executive,9006205.0,86.0,104723.31395348837
Semantic Search,274560.0,3.0,91520.0
Cash Receipts Journals,16317339.5,376.0,43397.179521276594
Public Transport,3148319.5,67.0,46989.84328358209
Depth Gauges,5157456.0,115.0,44847.443478260866
Body Work,1044259.5,20.0,52212.975
Ultra High Frequency,680526.0,17.0,40030.94117647059
Trumpet,3136102.5,113.0,27753.119469026547
Inventory Accounting,12883645.5,169.0,76234.58875739644
NetSuite Financials,10500000.0,103.0,101941.74757281554
Suitecommerce,4521900.0,36.0,125608.33333333333
Magento,14424250.5,144.0,100168.40625
Oil Containment Booms,528633.5,11.0,48057.59090909091
Deep Six Operating System (DSOS),968764.0,12.0,80730.33333333333
Website Management,21377155.5,363.0,58890.235537190085
Culture Transformation,3558513.0,27.0,131796.77777777778
Gel Filtration Chromatography,1307104.0,11.0,118827.63636363637
Asynchronous Communication,1841666.0,16.0,115104.125
Universal Database (UDB),1947688.0,22.0,88531.27272727272
Cisco Certified Internetwork Expert Security (CCIE Security),8786447.0,62.0,141716.88709677418
Cellular Networks,8172013.0,112.0,72964.40178571429
Thymeleaf,6160895.0,55.0,112016.27272727272
Payment Method,31362439.0,456.0,68777.27850877192
Educational Planning,3994662.0,60.0,66577.7
Marketing Operations Management,704780.0,11.0,64070.90909090909
Orofacial Granulomatosis,1378017.5,14.0,98429.82142857143
Print Servers,6345751.0,106.0,59865.57547169811
Therapeutic Irrigation,426060.0,7.0,60865.71428571428
Freight Control Processes,17193504.5,349.0,49265.0558739255
Master Of Fine Arts,1203794.0,20.0,60189.7
Measurement Systems Analysis,1366140.0,18.0,75896.66666666667
Construction Management Software,21547191.5,270.0,79804.41296296296
Web Writing,2066795.5,34.0,60788.10294117647
Debt Ratios,2772426.0,39.0,71087.84615384616
Tuba,1604957.5,92.0,17445.190217391304
Arbor Press,1073920.0,26.0,41304.61538461538
Operational Due Diligence,770340.0,10.0,77034.0
Freeze Dryers,407880.0,5.0,81576.0
Patent Infringement,4917100.0,52.0,94559.61538461539
DeskSite,80000.0,1.0,80000.0
Debt Compliance,2772088.5,26.0,106618.78846153847
Contract Accounting,1668068.5,24.0,69502.85416666667
Email Filtering,5544080.0,66.0,84001.21212121213
ViewModel,628285.0,6.0,104714.16666666667
Educational Equity,1614607.5,17.0,94976.91176470589
Secure Remote Password Protocols,2034382.0,30.0,67812.73333333334
Epinephrine Administration,1305258.0,26.0,50202.230769230766
HAProxy,1440360.0,11.0,130941.81818181818
Chartered Life Underwriter,6281364.5,72.0,87241.17361111111
Keychain,741253.0,8.0,92656.625
Apple Certified Technical Coordinator,316760.0,6.0,52793.333333333336
Graphical User Interface Testing,1678180.0,19.0,88325.26315789473
Business Telephone Systems,774858.5,11.0,70441.68181818182
Unfair Labor Practice,4471403.0,46.0,97204.41304347826
Antenna Installation,5220793.5,101.0,51691.02475247525
Forensic Nursing,0.0,0.0,
Museum Education,3865175.5,99.0,39042.17676767677
Server Automation,1382920.0,11.0,125720.0
Contingent Liability,1669000.0,13.0,128384.61538461539
Fuzzy Logic,390550.0,15.0,26036.666666666668
Certified Quality Technician,2093741.0,36.0,58159.47222222222
Reverse Auctions,640989.0,7.0,91569.85714285714
HVAC Package Units,2620887.0,48.0,54601.8125
Decision Process Tools,1792290.5,19.0,94331.07894736843
Ethical Leadership,1983663.5,21.0,94460.16666666667
