,July 2022 actual,July 2024 predicted,Percent change
Bicycles,6.276896501508966e-07,2.799731408059791e-06,346.03752943620077
Green Hills Integrity,6.276896501508966e-07,2.799731408059791e-06,346.03752943620077
California Environmental Quality Act (CEQA),1.0885739201050112e-05,4.846126992228933e-05,345.1812506918632
Photonics,2.2752760818125692e-05,0.0001012784139676,345.1258235304696
Helioscope (Software),3.214802712193498e-05,0.0001428910768783,344.4785253425512
Document Processor,0.0002660160049543,0.0011814475741135,344.12650070301817
Fiber-Optic Communications,7.608628871589023e-06,3.376461205379593e-05,343.7673675985771
Saphenous Vein,1.1049588032532828e-05,4.898862329650657e-05,343.3524865567066
Multi-Engine Land,1.803179017693338e-05,7.994214577678359e-05,343.3400399647903
Safety Trained Supervision,2.200075207571059e-05,9.75190643851692e-05,343.2533217481816
AWS Certified Machine Learning Specialty,4.968242990802788e-07,2.2007528399884856e-06,342.96401042833844
Swing Trading,6.276896501508966e-07,2.780273893198759e-06,342.9376671306244
Hemodialysis,0.001920042866374,0.0085015297171851,342.77812053437304
Sage ERP,2.167568992697465e-05,9.597238516296026e-05,342.7650768501072
DFSR,5.162008386232993e-06,2.284493731740279e-05,342.5590895654089
Azure Content Delivery Network (Azure CDN),7.246876770344926e-06,3.206670356447341e-05,342.4899798999501
Water Metering,5.795005398027293e-05,0.0002563836479703,342.42175867097006
Insertion Loss,9.692217190999275e-06,4.283852019573498e-05,341.98885922116125
Scan Tool (Automotive),5.423145926396763e-06,2.3949705241811083e-05,341.62015123431695
Event Management Software,0.0001060909002382,0.0004683967237604,341.5050892288923
X-Ray Photoelectron Spectroscopy,1.4783908199796208e-05,6.517467294328017e-05,340.84873947051824
Supply Base Management,0.0001111112273839,0.0004892917405443,340.36210567069867
Rotary Screw Compressor,6.866078850107723e-06,3.020984526350221e-05,339.9868676577789
Detergents,0.0001865277203537,0.000820299929302,339.77373858776605
Historical Simulation,4.846108595499639e-06,2.1311716196983087e-05,339.76967864018377
Intelligent Transportation Systems,0.0001509321417493,0.000663736798295,339.75841765862856
Batch Updates,2.5476667132489437e-05,0.0001120240701957,339.71242240253594
.NET Framework 3,9.56631896169309e-06,4.203715268848849e-05,339.42871711491176
Cyclic Voltammetry,2.4033470180307325e-05,0.0001054561152668,338.788549783415
Dynamic Imaging,6.276896501508966e-07,2.754086580417332e-06,338.765651107239
Organizational Conflict,1.6231975358292997e-05,7.116802259044168e-05,338.44338732366043
Battery Room,1.827518253999056e-05,8.001528771160932e-05,337.8357783103745
Device Setup,7.486624615293533e-05,0.0003274909666524,337.4347365879782
Environmental Reporting,4.777592851105968e-05,0.0002089468223699,337.34748623782525
Lateral Communication,6.614334055618612e-07,2.8919744607625373e-06,337.22836440441364
Universal Design,0.0001177333884312,0.0005146432948514,337.1260368099766
Irritable Bowel Syndrome,9.38404101636983e-06,4.10049296940844e-05,336.9645190441309
Operations Architecture,2.292545428264108e-05,0.0001001552209297,336.8734407393466
Retirement Planning,0.0004580074182276,0.0020003563471024,336.7519536786963
Intrusion Prevention Systems,5.127840071044153e-05,0.0002239204120371,336.67588874608634
Deductive Reasoning,0.0012188716828209,0.0053151570229618,336.07190960911055
Metering Devices,2.3279122025851373e-05,0.0001012423754302,334.90633073605926
UI/UX Wireframing,7.274875476959862e-05,0.0003160512831731,334.44218966229846
Concert Dancing,1.4129271022317993e-05,6.135086374210215e-05,334.21110434639513
Dissociation,1.0774325401486408e-05,4.6739914748371737e-05,333.8082711138794
Typographical Error,4.289548325891418e-05,0.0001860606920308,333.7535747242909
ADT Security Services,1.4026016558123808e-05,6.077934227825779e-05,333.33288554443243
Collaborative Innovation Networks,6.105764940138645e-06,2.6425197649786425e-05,332.7909428034152
Consumerism,5.7230407373899045e-06,2.4765145394747505e-05,332.72705072587155
Invoice Scanning,3.1327021929227606e-05,0.000135488622883,332.49761560192
Market Share Analysis,1.3006277623084548e-05,5.62270307126598e-05,332.30686244051657
Highway Driving,4.968242990802788e-07,2.1430096093448657e-06,331.34154535355964
Levelling,2.0532104081538648e-05,8.844628788340815e-05,330.77069711006504
Music Therapist - Board Certified (MT-BC),1.83270244099321e-05,7.89118929144733e-05,330.57667818518314
Endocrine Diseases And Disorders,1.9106101399041947e-05,8.222898590230176e-05,330.3807678233354
Visual Brand Language,1.0777771973253104e-05,4.635501889798574e-05,330.09834512201314
Pulmonary Research,5.16935918714603e-06,2.216106818369022e-05,328.70049035855845
Directory Permissions,5.4730379706516684e-06,2.340406232871164e-05,327.6247022990222
Decision Process Tools,2.1225167791278848e-05,9.049439341503885e-05,326.35419566493056
Java API For RESTful Web Services,5.868401952979349e-05,0.0002501931600148,326.339507790155
Jewish Studies,2.0119842970144505e-05,8.577614938153969e-05,326.3261373800057
Radio-Frequency Identification,0.0001514831827448,0.0006433354046601,324.6909742739637
IBM SAN Volume Controllers,3.1706714561677157e-06,1.3456739169408935e-05,324.4129155429319
Pregnancy Options Counseling,1.2553793003017931e-06,5.325189530436495e-06,324.18968746388595
Bit.ly,6.202546256780531e-05,0.0002628052203516,323.7053775524935
Brownfield Redevelopment,3.190337209665795e-05,0.0001351024902204,323.47401337726524
Tactical Data Link,1.3294566526941468e-05,5.628573499595573e-05,323.37397674375137
Non-Fungible Tokens (NFT),0.0001410930399794,0.0005965729423789,322.82237484287066
Dendrite,1.4906565559505175e-05,6.297985065952186e-05,322.4973915561841
Wedding Reception,1.8660240102083144e-05,7.867864883726738e-05,321.63792323596124
Inventory Investment,0.000159352051874,0.0006713149309677,321.27787064738277
AudioVAULT,1.2657537661042825e-05,5.3299716084981424e-05,321.0907169490514
Dockerfile,1.714120407787115e-05,7.217808130641729e-05,321.079411799299
Abstract Algebra,5.742325175875414e-06,2.4155741717222436e-05,320.66133451838016
Contrast Media Administration,5.61245413360244e-05,0.0002360880243094,320.65025154666745
Psychiatric-Mental Health Nurse Practitioner,0.0005284563267056,0.0022197018020608,320.03505112682336
Consolidated Accounts,5.212827818508166e-06,2.187602658480421e-05,319.65757064012917
Farm Property,6.100727620802564e-06,2.560049822938943e-05,319.6302444661777
Accredited Estate Planner,5.4730379706516684e-06,2.294250285762578e-05,319.1913701430806
Venous Access,0.0004521200467933,0.0018951567857728,319.17114695850387
Harmful Algal Blooms,4.968242990802788e-07,2.079609447425294e-06,318.5804622026473
SmartBid (Software),1.2588258720684904e-06,5.2688827020780005e-06,318.55532357467547
Virtual Desktops,0.0003522590161344,0.0014735125497937,318.30371468235177
Hydrocleaning,1.8501501701468585e-05,7.735716264967992e-05,318.11288563424876
Annuities,0.0003265855009097,0.0013649277482976,317.9388688400465
Connective Tissue Disorders,6.614334055618612e-07,2.7632569743475786e-06,317.7679795292925
French Doors,1.9441243373704526e-05,8.121366717876498e-05,317.7390592651674
Quality Procedures,8.619899914937277e-06,3.600420650500029e-05,317.6870597141066
Oracle Linux,8.852424328483947e-05,0.0003690347344392,316.87420388534446
Amazon Neptune,2.775717396077792e-05,0.0001155499013746,316.28842164507444
Repository Design,1.0539445311222742e-05,4.386133853710156e-05,316.16363330237687
Truffle (Software),9.672622330388636e-06,4.025274103869515e-05,316.1512738095072
Java Development Tools,2.3004581080655742e-05,9.572076395165608e-05,316.09435797179736
Jbehave,6.397059011083818e-05,0.0002658997796896,315.6594135350177
Impulse Control,7.462305309101681e-06,3.098800286014871e-05,315.2604533930424
Brand Alignment,8.999772670219953e-05,0.0003734333472531,314.9364222151773
Pointclickcare,7.527450958315059e-05,0.0003118458421725,314.2781452837302
Cancer Prevention,5.095596590085324e-05,0.000211000622809,314.0842373973463
Coronal Polishing Certificate,4.2191792203476085e-06,1.7465362195711052e-05,313.95165466026634
Gas Flare,1.27404369896275e-05,5.2724846435418296e-05,313.83860285438965
Distributed Memory,4.2191792203476085e-06,1.74489482143714e-05,313.56262209060225
Environmental Claims,1.9225312186984217e-05,7.946899394379392e-05,313.35606501930016
Child Advocacy,0.0001236838649192,0.00051120608321,313.316711556483
Analysis Of Covariance,2.18281202807848e-05,9.020874191073996e-05,313.26848464432516
Parenteral Drugs,1.3741030916929862e-05,5.673988317214901e-05,312.92304424001924
Adobe InCopy,3.880398976030208e-05,0.0001602200764474,312.8958837405712
Customs Procedures,2.381434677998192e-05,9.831257445591902e-05,312.82918806977096
Wordfast,9.936485981605576e-07,4.094621498401798e-06,312.0794319019583
Critical Reading,1.3368126639778396e-05,5.507230915564089e-05,311.9672908526084
Overlay Transport Virtualization,3.064278545003824e-05,0.0001261771293259,311.7678189916072
Commissioning Qualification Validation (CQV),5.8153479856993005e-05,0.000239375736044,311.627535673972
Oracle B2B,3.635678021605994e-06,1.4964804917873035e-05,311.6097418126869
Dynamically Generated,4.850315442265202e-06,1.9948235157413588e-05,311.27706836521406
Sailing,6.831169087184087e-06,2.808955455198372e-05,311.19688582562475
Web Application Description Language (WADL),4.968242990802788e-07,2.0424048307731705e-06,311.09197649029454
Hardware Compatibility (Software Requirements),1.7804420196098244e-05,7.303190827785748e-05,310.18975891089156
Vision Rehabilitation,3.3992830007579366e-05,0.0001394018261097,310.09185195412573
Slide Shows,1.7058471862307875e-05,6.990094010344717e-05,309.77257908956756
Fixed Asset Register,5.279718001998306e-05,0.0002163351410923,309.7475300961527
Control-M (Batch Scheduling Software),0.0003091950192275,0.0012662061014498,309.5169788353379
MIDI,5.34713974134548e-06,2.1886699343917083e-05,309.3160157136611
End Systems,0.0004242998046824,0.0017366840855978,309.30588853269813
Trajectory,1.8722777893622477e-05,7.653526354813676e-05,308.78155999600307
Radiographic Testing,1.8656793530316447e-05,7.623503511178139e-05,308.61809928862056
Linear Systems,1.0900126715342845e-05,4.452990239016576e-05,308.5264653619685
Hemorrhage Control,5.050693759727708e-05,0.0002062511118828,308.3619433182965
3GPP (Telecommunication),0.0001860473189103,0.0007590994543585,308.0141862858495
Communicative Language Teaching,4.880612625909469e-06,1.9910778200956265e-05,307.95653593274113
Growth Hacking,4.5476434319737153e-05,0.0001854906626206,307.88303963421225
Global Politics,4.2191792203476085e-06,1.720437247806389e-05,307.76586107300886
PTV Vistro (Traffic Analysis Software),9.69642403776484e-06,3.950286847963721e-05,307.3962558339514
Mastery Learning,4.672370254412704e-05,0.0001900716599666,306.79922526921223
Stock Photography,4.876703824969793e-05,0.0001982783060875,306.58262876714304
Travel Medicine,8.49997524565012e-06,3.455509003086832e-05,306.53165488395933
Intelligent Software Assistant,1.29002521557257e-05,5.2427978040497255e-05,306.41049033469784
Interrogations,0.0001509566459503,0.0006131458418525,306.173466555668
Content Security Policy,1.7816026103234466e-05,7.234028051245871e-05,306.04049462705643
Desktop Cloud Visualization (DCV),1.7601957402889884e-05,7.145880045900142e-05,305.97076122493814
Sun Certified Professional,2.22136357609996e-05,9.01224348132742e-05,305.70771837135203
ArtiosCAD,2.087462040028936e-05,8.467999739641978e-05,305.6600588303199
Stop Motion,3.613434944998021e-05,0.0001465458239188,305.5582185633628
Canonicalization,2.8418059198859656e-06,1.1513313147769955e-05,305.1407264375027
Employability Development,0.000273421300255,0.0011067695845641,304.78542949356813
Environmental Data Management,1.3207627464612628e-05,5.3430552196412505e-05,304.543150081797
Veterans' Benefits,2.3654049240221557e-05,9.568755293194808e-05,304.5292709091013
Wind Turbines,5.079823012633724e-05,0.0002053457475275,304.23799612072486
Intellectual Property Laws,0.0001191450878719,0.000481624090636,304.2332749410725
Jboss Rules,4.850315442265202e-06,1.9599449545293328e-05,304.08608014451045
Honeywell Operating System,2.6664814683200964e-05,0.0001075776476043,303.44419746548897
Virtual Dom,3.7732803447883606e-05,0.0001521638972821,303.26687491500104
Community Banking,6.614334055618612e-07,2.6669630162864773e-06,303.20960415070044
Azure Blueprints,4.463904443196286e-06,1.7992059493029257e-05,303.0565555777537
Trigger Point Injections,6.604193754525383e-05,0.0002661729219251,303.0362097458311
Metagenomics,6.766367873129989e-06,2.725831051148453e-05,302.8499635636182
Business Support Systems,0.0015992549571292,0.0064416636989485,302.79154178842373
Hand Therapy,6.809633845799708e-05,0.0002741784378737,302.6331577913219
Land Surveyor In Training,1.2656704013769306e-05,5.0917788306438864e-05,302.29895754096077
Business Development Company (BDC),7.340198244613696e-05,0.0002951623363281,302.1176628910436
ICH Guidelines,0.000439956937626,0.001767269160512,301.6913950824719
Bentley AutoPIPE,2.547188652782382e-06,1.022739884234899e-05,301.5171326700615
Kardin,3.484885561573373e-05,0.0001398399846402,301.2756865882975
Technical Solution Design,0.0004503520976932,0.0018071490470066,301.2747040067549
Stage Performances,1.019324833684512e-05,4.089156940318514e-05,301.1632803585884
Hydrogen Production,1.65812662277559e-05,6.64291508984012e-05,300.6277324418286
Rotorcraft,6.57495548562407e-05,0.0002633828120077,300.5849356449304
Data Center Hardware,3.8717740270526e-05,0.0001550305048151,300.4120688136272
Cambodian Language,1.3815795365684966e-05,5.529720326362928e-05,300.24625292998996
Puberty,2.16460828207576e-05,8.656169089623546e-05,299.89540654083964
Legal Writing,7.283552720961126e-05,0.0002910324223092,299.574813911412
Electronic Document Management,2.8761268658006863e-05,0.0001148045265318,299.163638770293
Certified Fire And Explosion Investigator,9.123458049035452e-06,3.636739986848667e-05,298.61420607213176
Euclidean Geometry,1.147892482079118e-05,4.573167999987949e-05,298.39689442906774
GIAC Systems And Network Auditor (GSNA),6.735310414486856e-06,2.680788273909501e-05,298.02000337555967
Oracle Hyperion Reporting,5.252493791174727e-05,0.000208812267189,297.5488129845059
Series 99 Operations Professional,6.601758766648407e-06,2.624388546512161e-05,297.5286948942116
Carbon Offsets,4.888104169132229e-05,0.0001941994068422,297.2898287817701
Zenoss,1.0738219644298288e-05,4.265442710991338e-05,297.2206615513006
Language Disorders,0.0001584797121369,0.0006295035204034,297.2139473976417
Tidyr,7.077300542098914e-06,2.806910253796096e-05,296.6074687798479
Supplier Quality Engineering,0.0003953176397852,0.001566032622469,296.14539419994526
Industrial Wastewater Treatments,6.735310414486856e-06,2.667848184495642e-05,296.09877204136217
Oracle Procurement,1.3160351519553902e-05,5.211860491082663e-05,296.02745286391337
ADP SmartCompliance,9.55725744529103e-06,3.783273221002953e-05,295.8534383592455
Enscribe,5.7258773895562833e-05,0.0002264938798002,295.5618753089502
Time-Domain Reflectometer,8.554594187115978e-06,3.3806015673790826e-05,295.179653579662
Plain Text,1.14349985320494e-05,4.517704094878137e-05,295.07692827560567
Wildlife Habitats,2.405881624159893e-05,9.496756617239164e-05,294.73083471242376
Electrical CAD,6.922362781493994e-05,0.0002726327004896,293.8434160348355
Kitchen Safety,9.672230492137542e-05,0.0003807010615654,293.6021395218694
Ship Self Defense System (SSDS),1.832159963078803e-05,7.211309916922516e-05,293.59608670874286
Direct Store Delivery,0.0002563430956661,0.0010088296180455,293.5466314878057
Academic Program Management,2.03453088673247e-05,7.999196981649801e-05,293.17156764804884
