,tot,counts
Visual Basic .NET (Programming Language),55102417.5,538.0
Corporate Communications,73267854.5,930.0
Project Coordination,392576315.0,4666.0
Expediting Orders,56747127.0,1266.0
Certified In Production And Inventory Management,24651643.0,281.0
Planning Permission,8046329.0,75.0
Community Property,38512562.5,880.0
Single-Phase Electric Power,12993784.0,219.0
Electronics,357684342.5,5354.0
Docker (Software),801827435.0,5880.0
Diversity Strategies,3392275.5,28.0
Balance Sheet Analysis,16959359.5,224.0
Site Analysis,8375426.0,133.0
Visual Effects,14213641.5,136.0
Intellectual Property Laws,5249568.0,58.0
Digital Systems,15404889.0,172.0
PL/SQL,176417672.5,1608.0
Dry Powder Inhalers,7045690.0,80.0
Warehouse Management Systems,341044979.5,6735.0
Energetic,1957917154.0,38391.0
Contract Interpretation,33639916.0,359.0
Questionnaire Design,7027898.0,68.0
Business Efficiency,13687334.0,130.0
Arbitration,53909317.0,648.0
Derivatives Markets,2999437.5,24.0
SAP Basis,16164976.5,129.0
Bariatrics,14739048.0,113.0
Free-To-Play Games,0.0,0.0
Domain Controllers,18956126.5,210.0
Digital Publishing,22478910.0,345.0
Architectural Drawing,128009000.0,1643.0
Stakeholder Analysis,9876136.0,82.0
Landscape Maintenance,78413034.5,1992.0
Resource Planning,110351011.0,1121.0
Furniture Fixtures And Equipment (FF&E),16499824.0,254.0
Medical Device Directive,15691353.0,136.0
Contractor License,3972947.5,62.0
AWS Cloud Development Kit (CDK),11787826.0,123.0
Assisted Feeding,13960128.0,336.0
High Acuity Medicine,23665822.0,256.0
Cancer,21278267.5,208.0
Social Welfare,40501783.0,626.0
Houdini (3D Animation Software),1485956.0,18.0
Cisco Unified Communications Manager,15628418.0,176.0
Apache Thrift,331150.0,3.0
Plan Execution,80800681.0,874.0
Script Writing,9257075.5,120.0
Biostatistics,47597835.5,424.0
Occupational Health,32134327.0,379.0
Configuration Management,376674987.0,3200.0
Data ONTAP (Server Appliance),2090101.0,18.0
Cisco Adaptive Security Appliance (ASA),45154219.0,396.0
Internal Communications,230746061.5,2978.0
Food Quality Assurance And Control,210120218.0,5285.0
Qlik Sense (Data Analytics Software),25434257.5,196.0
NICET Certification (National Institute For Certification In Engineering Technologies),12448276.5,198.0
Anger Management,7428618.0,150.0
Physical Stamina,447477357.5,8063.0
Clinical Nurse Specialist (CNS),8598484.0,94.0
Capital Budgeting,92819907.5,854.0
Siemens Control Systems,2173217.5,28.0
Information Systems Security,30341559.0,266.0
Materials Management,84983360.0,1253.0
Pulmonary Rehabilitation,4207850.0,40.0
Professional Services Automation,4973797.5,49.0
Metasys Building Automation System,1911783.0,34.0
Occupational Hygiene,42747220.5,528.0
Currency Transaction Tax,8483370.5,138.0
Culture Transformation,6725483.0,54.0
Machine Translation,760207.5,9.0
Electronic Customer Relationship Management (ECRM),1795360.0,25.0
Licensed Practical Nurse (LPN),1053127633.5,14832.0
Abstract Management,5245614.0,61.0
Overcoming Objections,160242961.5,2632.0
Salesforce SteelBrick,2131599.0,16.0
Burp Suite,18258079.5,132.0
Technical Debt,70778264.5,500.0
Provisioning Tools,4659027.5,38.0
SAP APO,14412091.5,126.0
Industrial Robotics,8397148.5,111.0
Self-Contained Breathing Apparatus,12418891.5,197.0
Cooling Towers,23458422.5,340.0
Radio Advertisement,11360749.0,138.0
IP Addressing,33281326.0,415.0
Customs Law,355820.0,6.0
Case Report Forms,43085227.5,390.0
Change Management Planning,34119839.5,273.0
Cross-Functional Collaboration,111308333.0,1091.0
IT General Controls (ITGC),18372236.0,174.0
Quality Strategy,16547857.0,151.0
Comparative Analysis,10510026.0,136.0
Apache Pig,46829070.0,406.0
Batch Sheets,13909245.5,340.0
Java Virtual Machine (JVM),34305151.5,281.0
TriZetto QNXT,1732940.0,22.0
Contraband Detection And Control,100296152.5,1289.0
Medical Office Procedures,128689717.0,3445.0
Corporate Reporting,10802597.5,121.0
Constraint Management,3146092.0,49.0
Abnormal Psychology,322867.0,6.0
Sorting,1562658747.0,45039.0
Hotel Operations,39003492.5,922.0
Buyout,35922321.5,378.0
Laser Capture Microdissection,972340.0,30.0
Change Data Capture (CDC),25620914.0,197.0
Core API,1755218.0,15.0
RxJS,10604326.5,87.0
NetBackup,12627130.0,107.0
Backup Tools (Backup Software),520820.0,5.0
Environmental Education,20438316.5,484.0
Spiceworks,5555522.5,92.0
Informatica,182845088.0,1587.0
Lung Transplantation,722775.0,9.0
Change Management,1214815800.0,10443.0
Marketing Planning,161889598.0,2178.0
Concept Testing,24947391.0,210.0
ISO 14971 Standard,14689687.5,144.0
Supplier Evaluation,24645494.5,243.0
Pneumatics,202096115.0,3183.0
Educational Research,4867027.5,69.0
Visual Basic For Applications,127129525.0,1290.0
Ukrainian Language,30596610.0,545.0
Automated Storage And Retrieval Systems,21121054.5,256.0
SQL (Programming Language),3097037391.0,27602.0
Personal Computers,110837327.5,2114.0
Public Accounting,622047349.0,6077.0
Internet Protocol Telephony,51579590.0,410.0
File Servers,17635155.5,231.0
Wastewater,99696524.5,1354.0
Videography,43511647.0,730.0
Certified Dental Technician,11814453.5,168.0
Salesforce Certified Nonprofit Cloud Consultant,786325.0,7.0
International Traffic In Arms Regulations,9845312.0,120.0
Broadcast Operations,1532472.5,27.0
Oncology,278360579.0,2639.0
ABR Routers,424160.0,4.0
Truckload Shipping,71308932.5,1055.0
Finance,4626164524.5,53942.0
Mental Stamina,4263128.0,81.0
Life Skills Development,85544785.0,2025.0
Computer Systems,45658489.0,720.0
Discipleship,3687753.5,80.0
SecureCRT,227760.0,3.0
Resourcefulness,766408507.0,13054.0
Dynamic Balance,2095225.5,50.0
Diversification (Investing),14262532.0,147.0
Supply Chain Security,4071786.5,32.0
Linens,216969254.5,5607.0
Performance Engineering,27050975.0,217.0
Predictive Modeling,129097675.5,1014.0
Individual Learning Planning,3092962.5,50.0
Load Balancing,128794440.0,1010.0
Hand Hygiene,19331206.5,453.0
Financial Crimes Enforcement Network (FinCEN),5600204.0,64.0
Residential Construction,71977532.5,890.0
Lifeguarding,85775095.5,2649.0
Solid Edge,2470220.0,34.0
Sniffers,10094289.0,99.0
GIAC Web Application Penetration Tester,7488302.0,55.0
Equipment Operation,164518128.5,3625.0
Real Estate Salesperson License,189431316.5,2336.0
Orthopedic Surgery,40039602.5,394.0
Apache HBase,67797533.0,529.0
Consumer Protection,28907774.0,373.0
Business Acumen,889634207.5,9440.0
Sprint Planning,155739646.5,1311.0
Customer Retention,219205178.5,3588.0
Oracle Essbase,29743105.0,299.0
Mentorship,3076854587.0,33319.0
Market Risk,28072236.0,226.0
HAZWOPER Certification,4619558.5,60.0
Cloud Engineering,119746349.5,882.0
Minitab,9121596.5,106.0
Application Services,76395842.5,637.0
Intensive Outpatient Therapy,12095235.5,214.0
Data Driven Instruction,5704477.0,88.0
Surveying Instruments,4470192.0,84.0
Assembly Drawing,40835280.5,708.0
Urology,98314045.0,837.0
Medication Monitoring,31149502.0,467.0
International Standards,40676644.0,469.0
Service Level,174802669.5,2317.0
Delayed Language Development,5479820.0,71.0
Online Store,8441588.0,170.0
Transferable Skills Analysis,21334095.5,331.0
Wood Flooring,9891876.0,226.0
Institute Of Inspection Cleaning And Restoration Certification,5814220.0,133.0
Infrastructure Security,109320304.0,843.0
Private Banking,13311297.0,170.0
Rust Removal,7950790.0,168.0
Business Process Transformation (BPT),6732079.5,51.0
Marketing Budgets,62331625.5,700.0
Environment Health And Safety,349011158.0,4974.0
Training Coordination,15389582.5,293.0
Cytotoxicity,556898.0,11.0
Patient Flow,127791502.0,2519.0
Anemia,1377700.0,12.0
Valuation Models,17480342.5,143.0
Intangible Assets,18232876.5,223.0
Contingency Fund,544250.0,3.0
Respiratory Therapy,127305428.0,1573.0
Omni-Channel Marketing,18397121.5,151.0
Analysis Of Covariance,1178710.0,9.0
Virtual Event,13643181.5,168.0
Programmable Logic Controllers,427996134.5,6065.0
Investment Banking,115242251.5,965.0
SCOBOL,1476140.0,13.0
Social Media Content Management,4175220.5,78.0
Service-Level Agreement,219298141.0,2673.0
Backup Administration,1550460.5,17.0
Circleci,24657221.5,171.0
No Child Left Behind Act (NCLB) Standards,5425364.5,134.0
Soil Contamination,1649602.0,11.0
Net Promoter Score,20334227.5,285.0
Rabies,3854461.5,91.0
PowerSchool (Software),12555256.0,255.0
Facility Management,295812988.5,4618.0
Cyber Security Strategy,10659154.5,74.0
Tanker Truck Operation,149263486.5,1821.0
Casualty Insurance,53132876.0,684.0
Binary Space Partitioning,5624520.0,43.0
Behavioral Disorders,21178766.0,364.0
Electronic Fuel Injection,6136496.5,122.0
MongoDB,400153618.0,3111.0
OpenAPI,16187875.5,128.0
Simple Object Access Protocol (SOAP),184246045.5,1570.0
Battery Testing,72672712.5,1157.0
Migraine,5123688.0,33.0
ISO 9000 Series,173623472.0,2597.0
Partner Relationship Management,48222593.0,399.0
Photo Shooting,7017682.5,120.0
Punctuation And Capitalization,164326003.0,3199.0
International Trade,18603878.5,245.0
Aseptic Processing,12697281.0,228.0
Electrical Sockets,24128252.5,558.0
Material Flow Management,44109842.0,715.0
Sqoop,18951855.5,147.0
Organ Transplantation,8663134.5,88.0
Library Services,25111494.5,442.0
Boosting,16120686.5,288.0
Spanish Language,1985310388.5,43920.0
Routing Protocols,63269444.5,549.0
Lean Methodologies,39920226.0,418.0
Nuclear Magnetic Resonance,8180162.5,139.0
Visual Communications,22591162.0,323.0
FitNesse,2088096.5,18.0
AWS CodePipeline,28056965.5,212.0
Internet Protocols,9951025.5,211.0
Content Editing,39807634.0,618.0
Supply Chain Analysis,35573690.5,499.0
Confocal Laser Scanning Microscopy,1331383.5,18.0
Security Accounts Manager,5444906.5,97.0
Office Administration,204719439.0,4698.0
JQuery,367564471.5,3466.0
Monday.com,17726219.5,243.0
Medical Case Management,8629927.0,153.0
Flow Cytometry,9938974.5,151.0
Inside Sales,790861177.5,12817.0
Network File Systems,21183044.5,229.0
Code Refactoring,22102028.0,164.0
Service Delivery Framework,3797022.0,76.0
Project Design,89714829.0,959.0
Board Certified Behavior Analyst (BCBA),204566933.0,3357.0
The Open Group Architecture Framework (TOGAF),40579737.0,277.0
Medical Assistance,416180348.5,10027.0
Microsoft Power Platform,38221116.5,318.0
Admixtures,14862295.0,244.0
Structural Systems,15931397.5,215.0
Traffic Flow,36357559.5,763.0
Doppler Ultrasonography,14950533.0,172.0
Mental Process,2088914.5,46.0
Google Slides,15992081.0,188.0
Medical Coding,112621592.5,2057.0
Marketing Intelligence,8389998.0,98.0
Program Process Monitoring,33051577.0,382.0
Electrical Equipment,165107295.5,2812.0
Time Tracking Software,6657038.5,120.0
Maintainability,40027846.0,318.0
Alphanumeric Data Entry,8794398.5,253.0
Truth In Lending Act,60238135.0,466.0
Collection Development,11197076.5,189.0
Mental Health Counseling,49224046.0,631.0
Veeva,47728643.5,461.0
Hedge Funds,50756326.5,436.0
Tax Consulting,82571197.0,831.0
Point Of Sale,497880683.5,13191.0
Software Development Engineer in Test,53820153.5,458.0
Use Case Diagrams,8951754.0,76.0
Process Design,168228610.5,1565.0
Annual Enrollments,14654707.5,179.0
Network Programming,11772319.0,98.0
Axles,26001859.0,411.0
FundEZ,1174180.0,22.0
Batch Updates,948979.5,23.0
Control-M (Batch Scheduling Software),21691211.5,193.0
Sports Medicine,44808961.0,625.0
City Ledgers,4269403.0,126.0
Website Architecture,10509387.0,115.0
Post Traumatic Stress Disorder,33055016.5,328.0
Healthcare Sterile Processing Association (HSPA),6153244.5,105.0
Laboratory Safety,35767801.0,678.0
Random Forest Algorithm,18554524.0,149.0
FDA Regulations,97158898.0,1371.0
React Redux,135703079.5,1076.0
Leisure And Recreation,36915330.0,835.0
Twitter Advertising,2459960.0,36.0
Test-Driven Development (TDD),365945279.5,2974.0
Theory of Change Development,100000.0,1.0
Procurement Management,59750379.0,645.0
Laser Cutting,14439717.5,291.0
Account Growth,42935154.0,421.0
Video Marketing,3829323.5,70.0
Availability Management,5164678.5,37.0
Test First,2783696.0,27.0
Transformational Leadership,6904114.5,59.0
Lean Warehousing,5284760.0,148.0
Critical Reading,645335.0,10.0
Technology Solutions,485114013.5,4392.0
Tomography,13217286.0,156.0
Crisis Prevention Institute (CPI) Certification,6302913.5,142.0
Restriction Of Hazardous Substances Directive (ROHS) Compliance,8307906.5,108.0
Compatibility Testing,4049748.5,47.0
Nasopharyngeal Swabs,17461487.0,415.0
Healthcare Strategy,7496029.0,62.0
Marketing Calendar,18205051.5,295.0
Static Content,877654.0,9.0
Supply Chain Risk Mitigation,558460.0,6.0
Pancreatitis,122824.0,1.0
Google App Engines,16508196.5,127.0
Mobile UI Design,14604828.0,121.0
Cloud Services,371776052.0,2809.0
United States Pharmacopeia (USP) Compliance,4651829.0,92.0
Digital Media Strategy,62175638.0,601.0
Contract Law,38823308.0,436.0
Poultry,63671565.0,1602.0
Oracle Big Data,1205460.0,16.0
Infor Software,46582562.0,549.0
Concurrent Engineering,4438389.5,46.0
Oracle Business Intelligence Enterprise Edition,25905753.0,216.0
Zerto,6380039.5,48.0
Twisted Pair Cables,3590276.0,65.0
Ice Machines,25400567.0,601.0
Business Process Management,44672325.5,401.0
Corporate Data Management,14756097.0,133.0
Extrusion,100870650.5,2037.0
Sustainability Standards,4067380.0,103.0
AWS CloudFormation,152140634.0,1096.0
Availity (Health Information System),6275725.0,147.0
Research Sources,3766992.5,63.0
Financial Literacy,26959392.5,546.0
Zachman Framework,4880936.0,33.0
Disabilities,409532380.0,8297.0
Aderant (Software),12240170.0,159.0
Cost Per Hire,4461258.5,53.0
Social Recruiting,1743820.0,26.0
Pinterest,58757853.0,1142.0
Electrical Engineering,603116617.5,6021.0
Reliability Engineering,42428358.0,344.0
Clinical Terminology Servers,1999469.0,35.0
Site Planning,16400868.5,200.0
Firefighting,36651093.0,652.0
Primary Care,416963364.0,4854.0
Digital Content Creation,13123225.0,189.0
Information Infrastructure,4237852.5,36.0
Parsing,35877154.0,332.0
Gross Margin,61392052.0,734.0
Process Control,138575109.5,1892.0
Business Strategies,907393792.0,7829.0
Child And Family Services,18310556.0,384.0
Sitemaps (XML),15548210.5,159.0
RSA (Cryptosystem),38220059.5,419.0
Screencast,0.0,0.0
Civil Law,44256250.0,606.0
Export Declarations,3329506.0,71.0
Email Management,14448946.5,279.0
Strength Training And Conditioning,31013049.5,580.0
Mobile Application Design,18120437.0,147.0
Open Data Protocol,15863711.0,131.0
Statistical Language Acquisition,1516137.5,12.0
Resource Distribution,6781997.5,87.0
Computer Displays,10832218.5,237.0
Microsoft SQL Servers,515512565.5,4787.0
Purchasing,1785783307.5,28656.0
Kanban Principles,105018311.5,1050.0
CPT Coding,156398739.5,2639.0
Online Teaching,31380951.5,572.0
Scientific Reasoning,97548001.5,957.0
Semiconductor Fabrication Plant,857358.5,9.0
Knowledge Discovery,2554820.0,27.0
Incident Command Systems,15262331.0,178.0
Healthcare Quality,14998561.5,144.0
Finished Good,317052966.0,7293.0
Oracle Marketing Cloud,5536066.5,40.0
Customer Value Proposition,5744100.5,54.0
Pressure Vessel,19541891.0,167.0
Benchmarking,210358831.0,2097.0
International Finance,53876199.5,473.0
Locomotive Engineering,8241392.5,107.0
Drug Discovery,13856382.0,186.0
Service Strategy,18980491.0,189.0
Captions,678520.0,16.0
Linux Kernel,23287159.0,197.0
Amazon Cloudfront,23962701.0,184.0
Unemployment Insurance,18842143.5,289.0
Interventional Pain Management,10527652.5,62.0
Water Supply Networks,34108946.0,481.0
Pneumatic Valve Springs,1596400.0,27.0
Gerrit,9207643.0,75.0
Microsoft AdCenter Analytics,1219650.0,14.0
Government Contracting,31219879.0,293.0
Thread Gauges,6580356.0,173.0
Technical Curiosity,5439923.5,54.0
Slip Sheet,20731211.5,561.0
Data Extraction,67000532.0,674.0
Color Matching,23386120.0,529.0
Product Strategy,257033968.5,1964.0
Hospitality Service,16836245.0,370.0
Enterprise Marketing,21834365.5,196.0
Wireless Mesh Networks,517090.5,7.0
Fund Administration,12048600.5,132.0
Medical Orders For Life-Sustaining Treatments,7919433.5,123.0
Violin,12484659.0,180.0
Project Management Institute (PMI) Methodology,182571532.5,1425.0
Simulation Software,12213299.5,125.0
Market Intelligence,106887717.5,1070.0
Physical Strength,2455973.5,58.0
Privileged Access Management,38639659.0,313.0
CheckPoint PPC (Software),2455000.0,21.0
FINRA Series 4 (Registered Options Principal),1241831.0,12.0
Contingency Planning,136639599.5,1506.0
Command-Line Interface,84052119.5,789.0
Tax Documentation,21704526.5,358.0
Employee Engagement,503503657.5,6311.0
Injection Molding Machines,40990022.5,894.0
Dictation,44315934.5,931.0
Motor Controllers,49487115.0,765.0
Payment Schedule,7048516.0,143.0
Management By Exception,11504704.5,146.0
Firebug,2688500.0,25.0
Artificial Intelligence,435104378.0,3685.0
IBM Sterling B2B Integrator,5000156.5,53.0
Early Intervention,70320071.0,995.0
Food Palatability,1287810.0,30.0
Social Security,34924548.0,626.0
Data Control,16149219.0,170.0
Small Business Innovation Research,1365168.5,18.0
Cloud Foundry,61798397.0,481.0
Flow Process Chart,18712910.0,300.0
Yoga,36321482.5,698.0
Quality Auditing,56568103.5,681.0
Screen Size,945528.0,23.0
REST Assured,37162997.0,296.0
Decisiveness,195211727.0,2537.0
Oracle Sales Cloud,1110661.5,10.0
Engineering Statics,40743143.0,439.0
Business-To-Business (B2B) Marketing,64079175.0,642.0
Balloon Modeling,700388.0,21.0
Governance Risk Management And Compliance,122361209.5,987.0
C (Programming Language),395868247.0,3525.0
Supportive Psychotherapy,4479040.5,53.0
Mapping Software,10335636.5,160.0
Dry Van Truck Operation,289844420.0,3592.0
Data Engineering,421487301.0,3184.0
Certified Regulatory Compliance Manager,13915452.0,123.0
SHRM-SCP (Society for Human Resource Management Senior Certified Professional),34742721.5,358.0
Certified Mail,8030132.0,200.0
Automated Teller Machine,63445267.5,1492.0
Spock (Testing Framework),13888362.0,111.0
Presentation Software,107140483.0,2159.0
Legacy System Migration Workbench,5045132.0,39.0
Operational Risk,85961799.0,683.0
Computer Repair,11799175.5,301.0
IBM WebSphere DataPower SOA Appliances,13467634.5,123.0
Value-Based Care,31665262.5,266.0
Online Service Provider,10064221.0,134.0
