,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Demonstration Skills,0.0039614219996897,0.003798894843808074,-0.00016252715588162573,-4.102747848988484,Medium,67896.24280911469,41-4000,15-1200,41-2000,41-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Educational Services,Telecommunications,Administrative and Support Services,1529.8333333333333,0.0008406647671570708,17.0,0.1520955018944346
Dentistry,0.0021943755689718,0.002729532867631968,0.0005351572986601679,24.387680314492474,High,83157.1548703574,29-1000,31-9000,43-6000,29-2000,11-9000,Ambulatory Health Care Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,595.2916666666666,0.0009882019114913366,24.0,0.12177890811637769
Deposit Accounts,0.0058417213652557,0.0050975527246471435,-0.0007441686406085566,-12.738858875306583,Medium,45738.57437275986,41-1000,43-3000,11-9000,41-2000,43-4000,Unclassified Industry,General Merchandise Stores,"Professional, Scientific, and Technical Services",Administrative and Support Services,Real Estate,1794.3958333333333,0.0006020112006049088,24.0,0.13440157168477498
Depreciation,0.0007458037195426,0.0006432826199638544,-0.0001025210995787457,-13.746391562866123,Medium,67241.78227571116,13-2000,11-3000,43-3000,11-9000,11-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Social Assistance,287.3125,0.00015605503914548055,24.0,0.09326983526793561
Derivatives,0.0014906074875599,0.0021085144735325913,0.0006179069859726914,41.45336657232247,High,101025.05584415584,13-2000,15-1200,99-9000,13-1000,15-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Administrative and Support Services,408.9166666666667,0.00258242041584867,24.0,0.517676456532814
Dermatology,0.0008604102555809,0.0008866787563762956,2.6268500795395577e-05,3.0530204196207054,Medium,118151.22911392406,29-1000,31-9000,29-2000,11-9000,43-6000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,"Professional, Scientific, and Technical Services",Administrative and Support Services,296.5208333333333,0.00018233001841373118,24.0,0.06503398417014443
Design Elements And Principles,0.0016338801656717,0.0015792416287350407,-5.463853693665928e-05,-3.344096959166952,High,110263.56269791006,15-1200,27-1000,17-2000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Insurance Carriers and Related Activities,480.0,0.0006196825561521443,24.0,0.15850802571838168
Design Reviews,0.000676578568378,0.001457166857306919,0.000780588288928919,115.37289612945727,High,99905.4344262295,15-1200,17-2000,11-9000,13-1000,27-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Miscellaneous Manufacturing,202.39583333333331,0.0012715146977986332,22.0,0.9736040584206255
Design Software,0.001236458915177,0.000995459614920543,-0.00024099930025645684,-19.491088405631142,Medium,76861.12589285715,15-1200,17-2000,27-1000,17-3000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,354.75,0.00012144370061814788,24.0,0.8350729071501055
Design Specifications,0.0016158387560528,0.0012326493053219955,-0.0003831894507308046,-23.714584719261634,High,102042.17530163236,15-1200,17-2000,13-1000,99-9000,27-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Health and Personal Care Stores,Chemical Manufacturing,471.2083333333333,0.0005504726011208353,21.0,0.14959708650523457
Design Thinking,0.0020455740009168,0.0018036297553452468,-0.00024194424557155334,-11.827694596387959,High,124585.21141975308,15-1200,11-2000,27-1000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,516.9375,0.0005463174169893847,21.0,0.2191475966632902
Desktop Support,0.0016521506939873,0.00160360463018164,-4.854606380565998e-05,-2.938355682828116,Medium,55558.58453513348,15-1200,99-9000,11-3000,41-4000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Social Assistance,Educational Services,516.3958333333334,0.00039839366838699514,24.0,0.06677053444179284
Detail Oriented,0.1365101480721694,0.1335739699870853,-0.002936178085084118,-2.1508863088565664,Low,50619.4088918623,13-1000,15-1200,99-9000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Educational Services,43224.66666666666,0.008717710698089468,26.0,0.08837608448429307
DevOps,0.0123987640679014,0.026032862099191117,0.013634098031289718,109.9633637403136,High,129317.77696568004,15-1200,11-9000,17-2000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,3099.3125,0.015510467961817669,9.0,0.2577837287659896
DevSecOps,0.00110709123867,0.001344646501264752,0.00023755526259475212,21.45760478423967,High,140104.08342792283,15-1200,17-2000,11-9000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,230.04166666666663,0.0003608044184888982,16.0,0.466814348057711
Developing Training Materials,0.0008016590047474,0.0007745932105743462,-2.7065794173053762e-05,-3.3762228095450757,Medium,109863.93891170432,15-1200,13-1000,11-9000,11-3000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,242.29166666666663,0.00014359858852928926,24.0,0.5480586334867381
Development Environment,0.0051855407295033,0.006389742155817652,0.0012042014263143512,23.222292314917294,High,70107.54495970592,15-1200,51-9000,53-7000,17-2000,13-1000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Food Manufacturing,Credit Intermediation and Related Activities,1551.0,0.0027086704296315966,24.0,0.23109912857640483
Development Management,0.000729599896888,0.0006532638323370024,-7.633606455099756e-05,-10.462729624359557,Medium,104871.52380952382,15-1200,11-2000,13-1000,11-9000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,205.375,0.00010557801028795465,24.0,0.6265771883914929
Development Testing,0.0030705579897464,0.0027064243833136606,-0.0003641336064327395,-11.858874108507347,High,116532.50610476563,15-1200,13-1000,17-2000,15-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,868.9166666666666,0.001066826355458191,17.0,0.18491342121675336
Developmental Disabilities,0.0017753435395217,0.001543253194220485,-0.00023209034530121504,-13.072982222006626,Low,43006.20901364348,31-1100,21-1000,11-9000,29-1000,29-2000,Unclassified Industry,Social Assistance,Nursing and Residential Care Facilities,Administrative and Support Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",449.75,0.00014510808700464987,24.0,0.18243843565295953
Developmental Psychology,0.0005768270998633,0.0006466447913160077,6.981769145270771e-05,12.103746767316158,High,49758.73343848581,25-2000,21-1000,29-2000,11-9000,29-1000,Unclassified Industry,Educational Services,Social Assistance,Ambulatory Health Care Services,Hospitals,221.6875,0.0002815433191655466,24.0,0.08954664144923492
Diabetes Mellitus,0.0010327257180509,0.0009966907376851234,-3.6034980365776516e-05,-3.4893079290972455,Medium,81725.69988801792,29-1000,99-9000,21-1000,11-9000,41-4000,Health and Personal Care Stores,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Administrative and Support Services,294.4375,0.0001475854023685059,24.0,0.8670251004312086
Diagnostic Tests,0.0014026181234046,0.0020899240982903988,0.0006873059748857989,49.00164652211173,High,79827.93908122503,29-1000,29-2000,31-9000,49-3000,43-6000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Administrative and Support Services,Educational Services,309.625,0.0006782136870989872,24.0,0.4669971329791976
Diagnostic Tools,0.0008431413424135,0.0008940026068975265,5.0861264484026504e-05,6.032353287105536,Medium,66713.77825342465,49-3000,15-1200,17-3000,49-9000,29-2000,Unclassified Industry,Miscellaneous Manufacturing,"Professional, Scientific, and Technical Services",Administrative and Support Services,Truck Transportation,246.47916666666663,0.00012331713601296262,23.0,0.43413353294156126
Dialysis,0.0033645092874264,0.019506965518196518,0.016142456230770118,479.7863477772683,High,82422.61075268817,29-1000,31-1100,29-2000,11-9000,21-1000,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Hospitals,Chemical Manufacturing,615.4166666666666,0.007771059280444747,22.0,0.2334390331605683
Diesel Engines,0.0014528049491474,0.0024753522162964123,0.0010225472671490123,70.38434634663857,High,58460.7665615142,49-3000,49-9000,17-3000,99-9000,49-1000,Truck Transportation,Unclassified Industry,Administrative and Support Services,Rental and Leasing Services,Transit and Ground Passenger Transportation,516.8958333333334,0.0009779175987637695,27.0,0.23830653978414823
Differentiated Instruction,0.0010001665761456,0.0018191837600164903,0.0008190171838708903,81.88807778672073,High,52237.03577170418,25-2000,25-3000,25-1000,11-9000,25-9000,Educational Services,Unclassified Industry,Social Assistance,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Food Services and Drinking Places,221.35416666666663,0.0019187955966637094,21.0,0.593038488220849
Digital Advertising,0.0015910165951149,0.0011822100445793692,-0.00040880655053553085,-25.694675454092774,High,76696.4054568528,11-2000,41-4000,13-1000,27-3000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Other Information Services,412.9375,0.0007629016103567582,24.0,0.18371339527156214
Digital Assets,0.0008917082280075,0.0007823223244760805,-0.00010938590353141953,-12.267006190560743,High,81761.73966942148,27-1000,11-2000,15-1200,13-1000,27-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Merchant Wholesalers, Nondurable Goods",203.22916666666663,0.00039399105444106543,16.0,0.665994868687721
Digital Communications,0.0008124585598712,0.0011363694777011021,0.0003239109178299021,39.86799251413537,High,68451.01779563719,11-2000,27-3000,13-1000,15-1200,99-9000,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",223.3125,0.0012528367578861365,21.0,0.6852047154363166
Digital Content,0.0014141798040585,0.0012065071109149347,-0.00020767269314356522,-14.685027501281903,High,75828.59921671018,13-1000,27-3000,11-2000,15-1200,27-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Broadcasting (except Internet),338.4166666666667,0.00128370500258407,23.0,0.2534924943357373
Digital Design,0.0007272538575585,0.0007569659669031072,2.971210934460725e-05,4.085521037228355,Low,88292.82889963724,27-1000,15-1200,13-1000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Educational Services,234.33333333333331,4.675163711739244e-05,24.0,0.8033575169700612
Digital Marketing,0.0072774766882131,0.007996102956415594,0.0007186262682024941,9.874662592412156,High,77634.53022012979,11-2000,13-1000,15-1200,41-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Publishing Industries (except Internet),2277.3541666666665,0.0036689639727382414,25.0,0.13122053666289019
